parámetros del reclutamiento
bit,NSIM
3470791265.79938,7478277.94451941
3470791266.09265,7478278.25631239
3470791266.30678,7478278.1309963
3470791265.62697,7478278.39070849
3470791266.28105,7478278.23219573
3470791266.04587,7478278.05710306
3470791266.02443,7478278.39037785
3470791266.42733,7478278.40927154
3470791266.19837,7478278.32135364
3470791265.88625,7478278.2194853
3470791265.97859,7478278.42754408
3470791266.09788,7478278.51415778
3470791266.14709,7478278.25062563
3470791266.209,7478277.91611684
3470791265.82999,7478277.98356462
3470791265.61144,7478278.52923182
3470791266.10604,7478278.31640605
3470791265.93126,7478277.96771324
3470791266.28451,7478278.49813756
3470791265.85279,7478277.95892332
3470791266.11137,7478277.79744435
3470791265.93034,7478278.32482911
3470791266.1108,7478278.13412081
3470791265.99271,7478278.22491975
3470791265.94465,7478278.47641398
3470791265.84223,7478278.73084817
3470791266.11013,7478278.14804288
3470791265.93197,7478278.22313658
3470791265.80127,7478278.45241825
3470791265.98353,7478278.44012323
3470791265.86235,7478278.46905274
3470791265.89223,7478277.88055146
3470791265.99359,7478277.66271956
3470791265.89255,7478278.20710672
3470791265.85586,7478278.24285926
3470791266.25061,7478278.0252318
3470791266.25272,7478278.50413341
3470791266.27779,7478278.08311002
3470791266.15504,7478278.04718501
3470791265.96324,7478278.1795461
3470791266.05693,7478278.29454046
3470791266.07666,7478278.45541405
3470791265.87969,7478278.29610881
3470791266.11924,7478278.29459043
3470791265.78946,7478278.76569318
3470791266.03987,7478277.8648499
3470791265.92625,7478278.72472269
3470791266.0566,7478278.62944461
3470791266.09752,7478277.94770609
3470791266.16072,7478278.59381328
3470791265.85858,7478278.25453171
3470791266.17872,7478278.56695112
3470791265.84511,7478278.21661594
3470791265.98521,7478278.35232597
3470791266.09836,7478278.42285773
3470791265.70942,7478278.56903395
3470791265.93491,7478278.43028608
3470791265.99655,7478278.18815285
3470791266.07875,7478278.72870964
3470791266.01062,7478277.68902933
3470791265.90549,7478278.40531647
3470791265.98663,7478278.03490773
3470791265.84969,7478278.02319903
3470791266.07556,7478278.23181105
3470791266.26371,7478278.02030654
3470791266.24428,7478277.88889646
3470791265.86674,7478278.40096412
3470791265.86742,7478278.22920605
3470791266.00666,7478277.82572246
3470791265.98969,7478278.28044967
3470791265.98439,7478278.26655733
3470791265.81504,7478278.27120421
3470791265.74991,7478278.24273387
3470791265.74552,7478278.6819799
3470791266.0153,7478278.04065181
3470791266.06057,7478278.13485433
3470791265.93037,7478278.7087694
3470791266.03276,7478277.9712347
3470791265.88342,7478278.41406476
3470791265.90003,7478278.04279818
3470791266.31273,7478278.3417144
3470791266.09338,7478278.05647356
3470791265.80978,7478278.12669574
3470791265.86296,7478278.11027962
3470791266.04893,7478278.45044262
3470791266.01561,7478278.12497221
3470791265.73821,7478278.08917137
3470791266.06584,7478278.57227582
3470791265.81926,7478278.58954451
3470791266.11705,7478278.14724326
3470791266.01751,7478278.29022096
3470791266.31889,7478278.05336878
3470791265.97297,7478278.04107662
3470791266.10417,7478278.28816903
3470791265.80825,7478278.36985078
3470791266.18999,7478278.64109741
3470791266.12711,7478278.26624517
3470791265.92844,7478278.20625109
3470791266.07402,7478278.17865255
3470791266.0829,7478278.46341362
3470791265.85522,7478278.14752579
3470791266.11411,7478278.13829574
3470791265.99311,7478278.47103086
3470791265.8175,7478278.41001543
3470791265.95347,7478278.54716875
3470791265.94205,7478278.30352472
3470791266.13293,7478278.10927174
3470791266.00243,7478278.1734219
3470791266.06041,7478277.99199838
3470791266.00392,7478278.37129751
3470791265.82723,7478278.08441297
3470791266.0394,7478278.70798735
3470791265.96592,7478278.06679699
3470791266.10958,7478277.992045
3470791266.21133,7478278.29782166
3470791265.90891,7478278.06971199
3470791265.89116,7478277.98916242
3470791265.98685,7478278.66408373
3470791265.66674,7478278.21001583
3470791265.93297,7478278.32993137
3470791265.76896,7478278.2328264
3470791266.24525,7478278.68609573
3470791265.68625,7478277.99956267
3470791266.02647,7478278.26291685
3470791265.96073,7478278.27948038
3470791266.05446,7478278.40469162
3470791265.75584,7478278.10283933
3470791266.4566,7478278.38835359
3470791265.93123,7478278.25205373
3470791265.82529,7478278.2874087
3470791266.13334,7478278.1017401
3470791265.93521,7478278.45417041
3470791266.05327,7478278.67440534
3470791266.05593,7478278.0184149
3470791266.0816,7478278.30100745
3470791266.03836,7478278.31149572
3470791265.84562,7478278.46063635
3470791265.78333,7478278.41800845
3470791265.96729,7478278.37609626
3470791266.08178,7478277.83096622
3470791266.14816,7478278.08065749
3470791266.03143,7478277.68529287
3470791266.17135,7478278.56336764
3470791265.94494,7478277.86010715
3470791266.12129,7478278.47071505
3470791266.27558,7478278.04908224
3470791265.82601,7478278.27642617
3470791265.94685,7478278.51446761
3470791265.98596,7478277.99412464
3470791265.81574,7478277.98254316
3470791266.17897,7478277.95749995
3470791265.70981,7478277.99178445
3470791265.74922,7478278.49441405
3470791265.92255,7478278.28243262
3470791265.86341,7478278.30737787
3470791266.2856,7478278.27476726
3470791266.07652,7478278.49657557
3470791266.00108,7478278.18426257
3470791265.77528,7478277.9285474
3470791266.12428,7478278.10588902
3470791266.03876,7478278.27736171
3470791265.99726,7478278.0048158
3470791266.00228,7478278.67955304
3470791265.95492,7478278.5863413
3470791265.84507,7478278.45875553
3470791266.14265,7478278.25660053
3470791266.13517,7478277.96382105
3470791266.21135,7478278.53556679
3470791266.11941,7478277.84941831
3470791266.15482,7478278.42553774
3470791265.86844,7478278.15381972
3470791266.05333,7478278.68800186
3470791266.20879,7478278.42490232
3470791265.84222,7478278.264006
3470791266.27009,7478278.23156844
3470791265.95208,7478278.45687125
3470791265.71668,7478278.34040717
3470791266.00283,7478278.2384653
3470791266.32252,7478278.37479557
3470791266.11107,7478278.65544318
3470791266.01966,7478278.00852327
3470791265.86772,7478278.04423687
3470791266.00382,7478278.00026155
3470791266.23982,7478278.37189038
3470791265.98581,7478278.56682946
3470791265.71516,7478278.24865951
3470791265.97008,7478278.35017627
3470791266.35521,7478278.2495266
3470791265.99284,7478278.33830233
3470791266.06709,7478278.65968238
3470791266.3764,7478277.73241522
3470791266.30528,7478278.52170074
3470791266.05393,7478278.35542128
3470791266.15103,7478278.10548094
3470791266.02076,7478278.3545729
3470791265.81829,7478278.09444064
3470791265.89748,7478278.75024412
3470791266.08721,7478277.84012514
3470791266.19861,7478278.50857944
3470791265.9918,7478278.10109116
3470791265.71987,7478278.04226798
3470791265.91753,7478278.25153357
3470791265.84937,7478278.09096781
3470791266.08116,7478278.3911606
3470791266.12472,7478278.05647167
3470791266.27317,7478278.46379368
3470791266.09472,7478278.27846407
3470791266.18912,7478278.46835869
3470791265.62182,7478278.46509564
3470791266.14277,7478278.30426307
3470791266.12546,7478278.14094577
3470791265.83209,7478278.47928017
3470791266.10655,7478278.20506952
3470791265.8337,7478278.12661241
3470791266.11086,7478278.19029876
3470791265.905,7478277.89491828
3470791265.90926,7478278.51204046
3470791266.24355,7478278.21732435
3470791265.99243,7478278.24169631
3470791265.90748,7478278.1572745
3470791266.03834,7478278.36347143
3470791265.92702,7478278.23841852
3470791266.01934,7478278.05995142
3470791265.94266,7478278.38819202
3470791266.1714,7478277.99509248
3470791265.90571,7478278.46524066
3470791266.11275,7478278.35852509
3470791265.85914,7478278.37318168
3470791266.12914,7478278.19214796
3470791266.25062,7478278.53500735
3470791266.19059,7478278.06501857
3470791266.15632,7478278.06373699
3470791266.04308,7478278.48631126
3470791265.79283,7478278.22979584
3470791266.11125,7478278.30769788
3470791265.95852,7478278.14088881
3470791265.9286,7478278.13694856
3470791265.96272,7478278.08844055
3470791266.3749,7478278.29758723
3470791265.98548,7478278.11657059
3470791265.91823,7478278.18448805
3470791265.71627,7478278.06055143
3470791265.9962,7478278.02591443
3470791265.98516,7478278.59119989
3470791265.86812,7478277.94061093
3470791265.95217,7478277.98293448
3470791266.0669,7478278.67684728
3470791265.85932,7478278.55584787
3470791266.01111,7478278.56195835
3470791265.87201,7478278.5560039
3470791266.02416,7478278.46707493
3470791266.32885,7478277.98696529
3470791266.08913,7478278.27402727
3470791265.98927,7478277.87218437
3470791266.09143,7478278.60115332
3470791265.7654,7478277.73650077
3470791266.28964,7478278.17715399
3470791266.20363,7478277.75848318
3470791265.83872,7478277.94710972
3470791265.79307,7478278.27941452
3470791266.07487,7478278.00372873
3470791266.06771,7478278.1544929
3470791266.0158,7478278.67426617
3470791265.917,7478277.80848822
3470791266.24658,7478278.20270517
3470791266.22228,7478278.22747708
3470791265.70558,7478278.45081234
3470791266.33674,7478278.32110357
3470791266.28502,7478278.51778756
3470791265.84703,7478277.90759041
3470791265.84602,7478278.61457018
3470791265.96973,7478278.19135694
3470791266.10149,7478278.50185636
3470791266.13881,7478278.26891119
3470791265.93674,7478277.96632596
3470791265.98169,7478278.02622484
3470791266.17661,7478277.9276444
3470791266.33248,7478278.23888277
3470791266.17466,7478278.59202554
3470791265.97586,7478278.28060742
3470791266.08612,7478278.07464598
3470791266.1414,7478278.56424554
3470791265.62514,7478278.13042225
3470791265.73377,7478278.20398422
3470791265.68109,7478278.60991804
3470791266.0962,7478277.7245706
3470791266.07009,7478278.32282753
3470791266.09672,7478278.62723501
3470791266.31678,7478278.05027074
3470791265.89233,7478278.67790495
3470791266.18787,7478278.46973449
3470791266.12333,7478277.98829998
3470791265.92664,7478278.53024862
3470791266.0568,7478278.19484537
3470791266.33623,7478278.2797302
3470791265.97508,7478278.39648793
3470791266.38469,7478277.96390132
3470791266.00349,7478278.09613881
3470791265.69862,7478278.2586176
3470791265.79917,7478277.95943298
3470791266.10557,7478277.61195941
3470791265.83853,7478278.11966649
3470791266.12089,7478278.34227583
3470791266.05796,7478278.03499727
3470791266.00288,7478278.45829727
3470791265.91756,7478278.2893406
3470791265.86511,7478278.37635065
3470791265.91531,7478278.32809266
3470791266.01725,7478278.48858342
3470791266.09202,7478278.01595477
3470791266.05121,7478278.07422529
3470791265.99662,7478278.20858946
3470791265.8357,7478278.28086797
3470791266.05941,7478278.20782348
3470791266.10254,7478278.25980588
3470791265.96275,7478277.64958676
3470791266.08839,7478278.31348497
3470791266.14933,7478278.79524037
3470791266.01851,7478277.9645081
3470791265.91945,7478278.54640402
3470791265.95336,7478277.58820136
3470791265.84213,7478277.8699424
3470791265.89994,7478278.32656763
3470791265.88669,7478278.54876141
3470791265.80202,7478278.29815931
3470791265.86917,7478278.09837693
3470791265.82245,7478278.38146915
3470791265.86589,7478277.87676453
3470791265.8802,7478278.76013463
3470791265.93583,7478278.28187909
3470791265.97904,7478278.58179904
3470791266.10331,7478278.38232995
3470791266.27123,7478277.9894782
3470791265.83509,7478278.33009445
3470791266.02667,7478278.4441086
3470791266.27338,7478278.12195374
3470791265.85941,7478278.38034072
3470791265.98127,7478278.44140064
3470791266.036,7478278.34652485
3470791266.24449,7478278.38026012
3470791265.98008,7478278.55623084
3470791265.9674,7478277.75469877
3470791265.93883,7478278.07332115
3470791266.12473,7478278.30183979
3470791266.08907,7478278.05612136
3470791266.04525,7478278.21577572
3470791266.00498,7478278.57626584
3470791265.95828,7478278.32259684
3470791266.1616,7478277.62334502
3470791265.92725,7478278.60227263
3470791266.00857,7478278.3034309
3470791266.05513,7478278.40271908
3470791266.05037,7478277.8340298
3470791266.33923,7478277.80368913
3470791266.16406,7478277.87757536
3470791266.12466,7478278.03731224
3470791266.03112,7478277.84252404
3470791265.85619,7478278.22521372
3470791265.94708,7478277.93837179
3470791265.98157,7478278.28148498
3470791265.72125,7478278.45204643
3470791266.08059,7478278.26671695
3470791265.72236,7478278.27221226
3470791266.24475,7478278.267315
3470791266.1845,7478278.59172521
3470791266.01897,7478278.2973953
3470791265.91122,7478278.21128845
3470791265.80348,7478278.64761258
3470791266.37893,7478278.22310892
3470791265.93992,7478277.7992958
3470791266.11239,7478278.16526269
3470791265.86961,7478278.39264168
3470791265.93988,7478278.2635027
3470791266.02322,7478278.25044265
3470791265.88833,7478278.28653465
3470791266.21747,7478278.04438805
3470791266.07365,7478277.6801025
3470791266.01634,7478277.81385915
3470791266.10825,7478278.02930349
3470791266.11572,7478278.29585535
3470791266.09683,7478278.49336637
3470791265.91852,7478278.00527824
3470791265.90897,7478278.08553045
3470791266.05592,7478278.63131064
3470791265.95053,7478278.15059802
3470791265.71276,7478278.32057437
3470791265.68481,7478277.89549136
3470791266.0045,7478278.49866529
3470791265.98983,7478278.06019226
3470791266.19869,7478278.05145518
3470791265.92758,7478278.25453352
3470791265.79659,7478278.37240238
3470791265.9798,7478278.53656155
3470791265.9606,7478278.54683555
3470791265.90366,7478278.29561401
3470791266.14971,7478278.67104193
3470791265.8527,7478278.23836655
3470791265.76558,7478278.48676467
3470791266.04619,7478278.1652319
3470791266.0107,7478278.00266838
3470791265.99528,7478278.3116086
3470791265.80299,7478278.39296877
3470791265.77075,7478278.24190919
3470791265.74205,7478278.04252348
3470791265.99099,7478278.19296432
3470791266.11529,7478278.41013043
3470791265.97706,7478278.00384261
3470791266.28821,7478278.12494661
3470791265.73421,7478278.73361418
3470791265.8016,7478278.21740004
3470791265.95034,7478278.41314626
3470791266.202,7478278.28575872
3470791265.63932,7478278.38374115
3470791266.21026,7478278.45677441
3470791265.86503,7478278.38136571
3470791266.07303,7478278.2347388
3470791266.01329,7478278.14943455
3470791265.89882,7478278.10268585
3470791265.92175,7478277.79758625
3470791265.82316,7478278.26677414
3470791266.12075,7478277.88403718
3470791265.8056,7478278.3565097
3470791266.13005,7478278.3479166
3470791265.99943,7478278.21858038
3470791265.75831,7478278.35685239
3470791266.09912,7478278.18500749
3470791265.98377,7478278.39331804
3470791265.80649,7478278.21954831
3470791266.14532,7478277.89106011
3470791266.0448,7478278.36935195
3470791266.05644,7478278.46912006
3470791266.05765,7478278.50538563
3470791266.14721,7478277.97922906
3470791265.72292,7478278.1559445
3470791265.85287,7478278.02326715
3470791265.69618,7478278.07066322
3470791265.95759,7478278.16100422
3470791265.94853,7478278.17680618
3470791265.8789,7478278.46584631
3470791266.12386,7478278.25648088
3470791265.9428,7478278.02172956
3470791265.66748,7478278.35107923
3470791266.18469,7478278.21251935
3470791265.92608,7478278.4494396
3470791266.13372,7478277.92948764
3470791266.19069,7478278.1480814
3470791266.02919,7478278.39448186
3470791265.99328,7478278.04608041
3470791265.83323,7478278.08830765
3470791266.2613,7478278.08684892
3470791266.05957,7478278.08887176
3470791266.02995,7478278.40560091
3470791265.99533,7478277.96891472
3470791265.92673,7478278.16902826
3470791265.64779,7478278.26039235
3470791265.71023,7478278.56290337
3470791265.96776,7478278.21508945
3470791265.9319,7478278.4838584
3470791265.92583,7478278.05131808
3470791266.24489,7478277.82770367
3470791266.20524,7478278.3829258
3470791265.95637,7478278.05574957
3470791266.23784,7478278.14965807
3470791266.16661,7478278.18393747
3470791266.19765,7478277.93149309
3470791265.83798,7478278.46899777
3470791266.33561,7478278.26666322
3470791266.0884,7478278.19491269
3470791266.30484,7478278.25132126
3470791266.176,7478278.20793912
3470791265.78308,7478277.68259618
3470791265.90323,7478278.08328442
3470791265.66445,7478278.37167558
3470791265.75245,7478278.39688619
3470791266.14512,7478278.34407083
3470791265.71625,7478278.2654234
3470791265.96486,7478277.85272786
3470791266.00719,7478278.07630826
3470791265.94089,7478278.37150283
3470791265.91849,7478278.70441043
3470791265.84489,7478278.37810188
3470791265.74024,7478278.59087372
3470791265.71469,7478278.48114071
3470791266.11075,7478278.47813634
3470791265.88613,7478278.32510196
3470791266.20315,7478277.95853772
3470791266.21761,7478278.31752569
3470791266.09455,7478278.40457455
3470791265.86601,7478278.19178101
3470791265.9084,7478278.00464219
3470791265.82549,7478277.83323364
3470791266.17502,7478278.30678469
3470791266.16893,7478278.12640215
3470791265.9097,7478278.50557412
3470791265.91148,7478278.05167121
3470791266.03075,7478278.05013677
3470791266.16787,7478278.49818128
3470791265.90111,7478278.56188502
3470791265.83856,7478278.06415181
3470791266.16313,7478278.3097174
3470791266.28609,7478277.99654604
3470791265.84482,7478278.17943741
3470791265.71917,7478278.36023312
3470791266.31829,7478278.42195756
3470791266.15415,7478278.18630381
3470791266.1179,7478278.42534415
3470791266.23964,7478278.26456721
3470791265.78597,7478278.19378828
3470791265.90928,7478278.20997879
3470791266.18257,7478277.99632892
3470791265.98454,7478278.06026451
3470791265.72404,7478278.21981302
3470791265.7701,7478278.14253612
3470791265.86278,7478278.23532969
3470791265.709,7478278.29254615
3470791265.86138,7478278.13838935
3470791265.95727,7478278.21560156
3470791265.80045,7478278.41191032
3470791265.97765,7478278.33676238
3470791265.82748,7478278.41832692
3470791265.89796,7478277.87353595
3470791265.82518,7478277.88092285
3470791265.97058,7478277.94483712
3470791266.17222,7478278.20991343
3470791266.05628,7478278.76555909
3470791265.98283,7478278.29047686
3470791266.21734,7478278.50814254
3470791265.88614,7478278.22908151
3470791266.11446,7478278.14685316
3470791266.24462,7478278.15965634
3470791265.66612,7478278.63732377
3470791266.33126,7478277.80847327
3470791265.95966,7478278.14002304
3470791265.9783,7478278.0592922
3470791266.10988,7478278.35560959
3470791266.06509,7478278.42215612
3470791266.15286,7478278.06860591
3470791266.19625,7478278.4991289
3470791265.88158,7478278.45254224
3470791266.0682,7478278.78369949
3470791266.02169,7478278.27925501
3470791265.85765,7478277.9424234
3470791265.89957,7478278.10444017
3470791266.14734,7478278.14722083
3470791266.24674,7478278.32551972
3470791266.17296,7478278.32277233
3470791265.90385,7478277.90907148
3470791265.98937,7478278.22915663
3470791265.87804,7478278.3874618
3470791265.97542,7478278.26714093
3470791265.78728,7478278.60613405
3470791266.08856,7478278.08996697
3470791265.71957,7478278.38151762
3470791265.7391,7478278.33372417
3470791266.00844,7478278.75926741
3470791266.3104,7478278.54899996
3470791265.82228,7478278.17862864
3470791265.93388,7478278.01883634
3470791265.77405,7478278.16978098
3470791266.108,7478278.23516397
3470791266.14543,7478278.64921459
3470791265.91907,7478278.21205731
3470791266.16893,7478278.63470653
3470791266.10622,7478278.02174994
3470791265.86486,7478278.58669542
3470791266.031,7478278.60038231
3470791265.85481,7478278.17122099
3470791266.1688,7478278.07256104
3470791265.9951,7478278.55311081
3470791266.39477,7478278.13858561
3470791266.05805,7478278.58200731
3470791266.20673,7478278.38326445
3470791266.00042,7478278.19584768
3470791265.86662,7478278.08706314
3470791266.09515,7478278.64502299
3470791265.79847,7478278.42798269
3470791265.7144,7478278.41933652
3470791266.04356,7478278.24539136
3470791265.74808,7478278.67941461
3470791266.12494,7478278.14566435
3470791266.03291,7478278.51137384
3470791265.95586,7478278.32268816
3470791265.97116,7478278.16864869
3470791266.19606,7478278.33102332
3470791266.01469,7478277.98642599
3470791265.88505,7478278.05184385
3470791266.21907,7478278.6440381
3470791265.95973,7478278.56764355
3470791265.94372,7478278.04778373
3470791265.92521,7478278.38796007
3470791265.868,7478278.71885185
3470791266.07269,7478278.22813706
3470791266.02224,7478278.50123047
3470791266.0477,7478278.24458098
3470791265.90848,7478278.25401318
3470791265.77977,7478278.06146945
3470791265.98923,7478278.28301965
3470791266.00876,7478278.13417589
3470791265.96533,7478278.57893788
3470791265.78171,7478278.05146162
3470791266.0163,7478278.49296691
3470791266.42185,7478278.34140215
3470791265.75694,7478277.96618761
3470791266.09094,7478278.48512153
3470791266.06604,7478277.92192439
3470791266.14618,7478278.10942838
3470791266.04979,7478278.50540032
3470791266.1115,7478277.95317667
3470791266.13583,7478278.3662935
3470791266.05819,7478278.06659722
3470791265.81744,7478278.31874353
3470791266.07641,7478277.97554201
3470791266.04033,7478278.28898675
3470791265.97026,7478277.73678676
3470791265.79806,7478278.55631939
3470791266.32001,7478278.05902169
3470791266.00317,7478277.77052111
3470791266.09561,7478278.26794218
3470791266.1169,7478278.20493932
3470791265.92444,7478277.99809647
3470791266.00436,7478278.32998021
3470791266.09289,7478278.27498817
3470791266.17023,7478278.22310948
3470791265.98905,7478278.55195114
3470791265.95627,7478278.12090149
3470791265.88591,7478278.14983773
3470791265.81148,7478278.24922241
3470791266.06074,7478278.66657098
3470791265.91116,7478278.35612931
3470791266.20764,7478278.1811693
3470791266.2646,7478278.3787651
3470791266.10657,7478278.0329785
3470791266.17305,7478278.0095166
3470791266.22802,7478278.35484559
3470791266.03813,7478278.41180971
3470791265.95099,7478278.21431953
3470791265.56565,7478278.3562905
3470791265.81062,7478278.05743413
3470791266.03845,7478278.06756923
3470791266.11831,7478278.1108512
3470791265.94667,7478278.07834889
3470791266.0373,7478278.24356753
3470791265.95297,7478278.31315617
3470791266.09911,7478278.25453889
3470791266.36416,7478277.84739772
3470791266.25421,7478278.53702905
3470791265.76124,7478277.9422539
3470791265.92799,7478278.69463584
3470791265.72505,7478278.05306965
3470791265.85914,7478278.37293999
3470791266.06853,7478278.36833919
3470791266.00569,7478278.17733053
3470791265.72471,7478278.13130298
3470791266.0392,7478278.07116654
3470791265.95054,7478278.51265011
3470791265.81925,7478278.39804238
3470791266.31885,7478278.4200661
3470791265.79226,7478278.18440881
3470791265.83591,7478277.94814519
3470791266.19813,7478278.22320655
3470791266.02257,7478278.13018565
3470791266.08184,7478278.22608781
3470791265.91498,7478278.30985657
3470791266.12405,7478278.3086647
3470791266.11615,7478278.17623321
3470791265.83377,7478278.41716671
3470791266.02681,7478278.21824833
3470791266.34906,7478277.86338789
3470791265.6965,7478278.25425815
3470791266.2446,7478278.29374462
3470791266.47354,7478278.14621562
3470791265.96892,7478277.70430191
3470791265.66495,7478278.18954853
3470791266.10097,7478278.32410434
3470791265.7154,7478278.8349057
3470791266.16579,7478278.24562376
3470791266.04123,7478278.29396206
3470791266.10111,7478278.27378172
3470791265.93549,7478278.29264174
3470791266.05887,7478278.3111819
3470791265.77121,7478278.1122226
3470791266.08413,7478278.49980705
3470791266.04716,7478277.86090633
3470791266.17589,7478277.91880932
3470791266.03121,7478278.14285333
3470791266.06868,7478278.19183715
3470791266.16132,7478278.39515969
3470791266.08769,7478278.17992269
3470791265.75062,7478278.16466652
3470791266.1549,7478278.23664264
3470791266.027,7478278.14878132
3470791265.8863,7478278.11880241
3470791266.21306,7478278.25870239
3470791266.10279,7478278.02344536
3470791265.97205,7478278.31136042
3470791266.10541,7478278.3472159
3470791265.94115,7478278.06539166
3470791265.89412,7478277.92969709
3470791265.62043,7478278.29229233
3470791265.98052,7478278.01544613
3470791266.11162,7478278.03723499
3470791265.75082,7478278.2520021
3470791266.19421,7478278.29524296
3470791265.75911,7478278.36625481
3470791266.47857,7478278.17014224
3470791265.77154,7478278.52916129
3470791265.94145,7478278.45129238
3470791266.02796,7478277.74923618
3470791266.13708,7478278.11806424
3470791266.06402,7478278.39480424
3470791266.10177,7478278.24361649
3470791266.31839,7478278.26251235
3470791266.01156,7478278.48245293
3470791266.03101,7478278.10102552
3470791265.94559,7478278.93207957
3470791266.01984,7478277.89204776
3470791266.09272,7478278.16845847
3470791265.9513,7478278.50199067
3470791266.20689,7478277.83621039
3470791266.21773,7478278.05593579
3470791265.99301,7478278.19325783
3470791266.18042,7478278.10728307
3470791265.92964,7478278.06051575
3470791265.95318,7478278.23731886
3470791266.12357,7478278.28234877
3470791266.04241,7478278.13423041
3470791265.92977,7478278.06157826
3470791266.27691,7478278.55716338
3470791265.80407,7478278.03541477
3470791266.09906,7478278.31702084
3470791265.94054,7478278.32723788
3470791265.91011,7478277.90804374
3470791265.97895,7478278.31093826
3470791265.80184,7478278.54243638
3470791266.09616,7478277.9572749
3470791265.95112,7478278.05912698
3470791265.95674,7478278.24573752
3470791266.1096,7478278.33918208
3470791265.62454,7478278.36193313
3470791265.87546,7478278.63186903
3470791265.96805,7478278.07308611
3470791266.06188,7478278.31579963
3470791265.90524,7478278.55266892
3470791265.95779,7478277.59753939
3470791265.89717,7478277.8511368
3470791266.29345,7478277.67284022
3470791265.88419,7478278.1572446
3470791265.92898,7478278.26034608
3470791265.66581,7478278.32041743
3470791265.87026,7478278.45861014
3470791265.97718,7478278.27174737
3470791265.97856,7478278.63282425
3470791266.07634,7478278.57764151
3470791266.04347,7478278.20445513
3470791266.01979,7478278.02001096
3470791266.07358,7478278.53343982
3470791266.22751,7478278.28097427
3470791266.27205,7478278.25508635
3470791266.11249,7478278.23661683
3470791266.11015,7478278.18483155
3470791265.97066,7478277.9444487
3470791266.379,7478278.06803071
3470791266.05232,7478278.074021
3470791266.02162,7478278.26648272
3470791266.18514,7478278.70777965
3470791266.01545,7478278.62118944
3470791266.15383,7478278.21737337
3470791266.18422,7478278.42605493
3470791266.4431,7478278.07717949
3470791266.06453,7478278.10847596
3470791266.23129,7478278.42964968
3470791266.1057,7478278.41776758
3470791266.0565,7478277.97345279
3470791266.32897,7478278.13056976
3470791265.85022,7478277.82732816
3470791265.91911,7478278.3496286
3470791265.87514,7478278.22507276
3470791265.8107,7478278.18231576
3470791265.99178,7478278.21256761
3470791266.27272,7478278.1992794
3470791266.25495,7478278.18927652
3470791265.97192,7478278.24932947
3470791266.12609,7478278.48723755
3470791265.99727,7478278.43809562
3470791265.71832,7478278.50827613
3470791266.0417,7478278.68258805
3470791266.12457,7478278.27733084
3470791266.25059,7478278.37086262
3470791266.01406,7478277.95263279
3470791266.15296,7478278.42071321
3470791265.84897,7478277.91290964
3470791266.28153,7478278.53919599
3470791266.06042,7478278.36355962
3470791266.04127,7478278.26076603
3470791265.83825,7478277.93289563
3470791266.18831,7478278.35953844
3470791266.20632,7478278.35681954
3470791265.93669,7478278.15771164
3470791266.19024,7478278.26000271
3470791265.94556,7478278.47987136
3470791266.33405,7478278.32420098
3470791266.18335,7478278.45463608
3470791265.78583,7478277.89968255
3470791266.03035,7478277.96338356
3470791266.27378,7478278.30816202
3470791266.02611,7478277.92976317
3470791265.96584,7478278.47560521
3470791265.85554,7478278.00711046
3470791265.81431,7478277.90977253
3470791265.80387,7478278.42926336
3470791266.09776,7478278.21464937
3470791266.07619,7478278.2031626
3470791265.97357,7478278.24982191
3470791266.20059,7478278.36241146
3470791266.13843,7478278.23485484
3470791265.95219,7478278.16233968
3470791265.85253,7478277.77524816
3470791266.20437,7478278.18305863
3470791265.76543,7478278.38746914
3470791265.85083,7478278.44339495
3470791266.30684,7478278.58927036
3470791266.06575,7478278.37535664
3470791266.07825,7478278.18408125
3470791265.5676,7478278.20922944
3470791265.84838,7478277.99225768
3470791266.03535,7478278.24839392
3470791266.04322,7478278.11302363
3470791266.36927,7478278.40809546
3470791266.07833,7478277.71501721
3470791265.87425,7478278.145987
3470791265.76577,7478278.30691805
3470791266.20731,7478277.91374112
3470791265.79057,7478278.58343468
3470791265.86219,7478278.35263637
3470791265.88413,7478278.36467324
3470791265.92283,7478278.36833558
3470791266.02856,7478278.27777865
3470791265.94478,7478278.11990836
3470791266.02955,7478277.99971792
3470791265.76232,7478278.7101237
3470791266.11892,7478278.29534643
3470791266.05964,7478278.62777997
3470791266.12694,7478278.34932901
3470791265.93744,7478278.49099964
3470791265.80209,7478278.13884788
3470791266.41904,7478278.1631609
3470791265.67556,7478278.56487173
3470791266.15956,7478278.71252488
3470791265.87413,7478278.03813311
3470791266.0985,7478278.30516151
3470791266.01666,7478278.57482568
3470791266.08219,7478278.76757586
3470791265.95026,7478278.43048807
3470791265.81183,7478277.84736687
3470791265.93906,7478278.62329845
3470791265.89854,7478278.14477878
3470791266.02632,7478278.11776787
3470791266.12733,7478278.08144783
3470791266.1523,7478278.40538045
3470791265.84488,7478278.1377673
3470791266.13914,7478278.44534405
3470791266.09635,7478278.28574043
3470791265.8316,7478278.42705953
3470791265.7542,7478277.99565566
3470791265.93642,7478278.31684014
3470791265.90545,7478278.22910333
3470791266.08013,7478278.14639323
3470791265.97489,7478278.21821072
3470791266.223,7478278.78006756
3470791265.80647,7478278.30588935
3470791265.8384,7478278.18021081
3470791265.96368,7478278.44844034
3470791266.15901,7478278.35390191
3470791265.91514,7478278.19883003
